Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
transfer,make,operational appropriation,from which with regard to research and technological development transfer operational appropriations from one title to another,"['regard', 'research technological development transfer', 'operational appropriation', 'title']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",from which with regard to research and technological development transfer operational appropriations from one title to another
appropriation concern,be,article,for the same objective within the meaning of the regulation establishing the fund concerned or constitute technical assistance expenditure transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in article 212(4,"['objective', 'mean', 'regulation', 'fund', 'technical assistance expenditure transfer appropriation', 'budgetary item', 'budgetary guarantee', 'budgetary item', 'budgetary guarantee', 'exceptional case', 'provision resource', 'common provisioning fund', 'guarantee', 'subsequent restoring', 'accordance', 'procedure', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",for the same objective within the meaning of the regulation establishing the fund concerned or constitute technical assistance expenditure transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary guarantee in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in article 2124
provision resource common provisioning fund,be,article,insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in article 212(4 when,"['guarantee', 'subsequent restoring', 'accordance', 'procedure', 'article']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",insufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance with the procedure set out in article 2124 when
expenditure,refer,article,shall cover for each policy area the items referred to in article 47(4 to in point of the first subparagraph of this paragraph,"['policy area', 'item', 'article', 'point', 'subparagraph', 'paragraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",shall cover for each policy area the items referred to in article 474 to in point of the first subparagraph of this paragraph
item,refer,article,to in article 47(4,['article'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",to in article 474
transfer,refer,paragraph,to in point of the first subparagraph of this paragraph,"['point', 'subparagraph', 'paragraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 30  Transfers by the Commission ,"[' \nThe Commission may, within its own section of the budget, autonomously: \n(a) transfer appropriations within each chapter; \n(b) with regard to expenditure on staff and administration which is common to several titles, transfer appropriations \nfrom one title to another up to a maximum of 10 % of the appropriations for the financial year shown on the budget \nline from which the transfer is made, and up to a maximum of 30 % of the appropriations for the financial year \nshown on the budget line to which the transfer is made; \n(c) with regard to operational expenditure, transfer appropriations between chapters within the same title up to a \nmaximum of 10 % of the appropriations for the financial year shown on the budget line from which the transfer \nis made; \n(d) with regard to research and technological development appropriations implemented by the JRC, within the title of the \nbudget relating to the ‘Direct research’ policy area, transfer appropriations between chapters of up to a maximum of \n15 % of the appropriations on the budget line from which the transfer is made; \n(e) with regard to research and technological development, transfer operational appropriations from one title to another, \nprovided that the appropriations are used for the same purpose; \n(f) with regard to operational expenditure of the funds implemented under shared management, with the exception of \nthe EAGF, transfer appropriations from one title to another, provided that the appropriations concerned are for the \nsame objective within the meaning of the Regulation establishing the fund concerned or constitute technical \nassistance expenditure; \n(g) transfer appropriations from the budgetary item of a budgetary guarantee to the budgetary item of another budgetary \nguarantee, in the exceptional cases when the provisioned resources in the common provisioning fund of the latter are \ninsufficient to pay a guarantee call and subject to the subsequent restoring of the amount transferred in accordance \nwith the procedure set out in Article 212(4). \nThe expenditure referred to in point (b) of the first subparagraph of this paragraph shall cover, for each policy area, the \nitems referred to in Article 47(4). \nWhere the Commission transfers EAGF appropriations pursuant to the first subparagraph after 31 December, it shall take \nits decision by 31 January of the following financial year. The Commission shall inform the European Parliament and the \nCouncil within two weeks after its decision on those transfers. \nThree weeks before making the transfers referred to in point (b) of the first subparagraph of this paragraph, the \nCommission shall inform the European Parliament and the Council of its intention to do so. In the event that duly \njustified objections are raised within that period by the European Parliament or by the Council, the procedure laid down \nin Article 31 shall apply. \nBy way of derogation from the fourth subparagraph, the Commission may, during the last two months of the financial \nyear, autonomously transfer appropriations concerning expenditure on staff, external personnel and other agents from \none title to another within the total limit of 5 % of the appropriations for that year. The Commission shall inform the \nEuropean Parliament and the Council within two weeks after its decision on those transfers. ', ' \nThe Commission may, within its own section of the budget, decide on the following transfers of appropriations \nfrom one title to another, provided it immediately informs the European Parliament and the Council of its decision: \n(a) transfer of appropriations from the ‘provisions’ title referred to in Article 49 of this Regulation, where the only \ncondition for lifting the reserve is the adoption of a basic act pursuant to Article 294 TFEU;   \x0c \n(b) in duly justified exceptional cases such as international humanitarian disasters and crises occurring after 1 December \nof the financial year, transfer of unused appropriations for that year still available in the titles falling under the \nheading of the multiannual financial framework dedicated to Union external action to the titles concerning crisis \nmanagement aid and humanitarian aid operations. ']",to in point of the first subparagraph of this paragraph
transfer payment appropriation,make,budgetary item,from any budgetary item,['budgetary item'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions ,"[' \nEach Union institution shall submit its transfer proposals simultaneously to the European Parliament and to the \nCouncil. ', ' \nThe Commission may submit proposals for transfers of payment appropriations to the funds implemented under \nshared management with the exception of the EAGF to the European Parliament and to the Council by 10 January of the \nfollowing financial year. The transfer of the payment appropriations may be made from any budgetary item. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. \nIf the transfer is not approved or only partially approved by the European Parliament and by the Council, the \ncorresponding part of the expenditure referred to in point (b) of Article 10(5) shall be charged to the payment appropri\xad\nations of the following financial year. ', ' \nThe European Parliament and the Council shall take decisions on transfers of appropriations in accordance with \nparagraphs 4 to 8. ', ' \nExcept in urgent circumstances, the European Parliament and the Council, the latter acting by qualified majority, \nshall deliberate upon each transfer proposal within six weeks of its receipt by both institutions. In urgent circumstances, \nthe European Parliament and the Council shall deliberate within three weeks of receipt of the proposal. ', ' \nWhere the Commission intends to transfer EAGF appropriations in accordance with this Article, it shall submit \ntransfer proposals to the European Parliament and to the Council by 10 January of the following financial year. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. ', ' \nA transfer proposal shall be approved or considered to be approved, if, within the six-week period, any of the \nfollowing occurs: \n(a) the European Parliament and the Council approve it; \n(b) either the European Parliament or the Council approves it and the other institution refrains from acting; \n(c) neither the European Parliament nor the Council takes a decision to amend or refuse the transfer proposal. ', ' \nUnless either the European Parliament or the Council requests otherwise, the six-week period referred to in \nparagraph 4 shall be reduced to three weeks in the following cases: \n(a) the transfer represents less than 10 % of the appropriations of the budget line from which the transfer is made and \ndoes not exceed EUR 5 000 000; \n(b) the transfer concerns only payment appropriations and the overall amount of the transfer does not exceed \nEUR 100 000 000. ', ' \nIf either the European Parliament or the Council has amended the amount of the transfer while the other institution \nhas approved it or refrains from acting, or if the European Parliament and the Council have both amended the amount of \nthe transfer, the lesser of the two amounts shall be deemed approved, unless the Union institution concerned withdraws \nits transfer proposal. ']",from any budgetary item
sixweek period,refer,paragraph,in such cases to in paragraph 4,"['case', 'paragraph']",TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions ,"[' \nEach Union institution shall submit its transfer proposals simultaneously to the European Parliament and to the \nCouncil. ', ' \nThe Commission may submit proposals for transfers of payment appropriations to the funds implemented under \nshared management with the exception of the EAGF to the European Parliament and to the Council by 10 January of the \nfollowing financial year. The transfer of the payment appropriations may be made from any budgetary item. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. \nIf the transfer is not approved or only partially approved by the European Parliament and by the Council, the \ncorresponding part of the expenditure referred to in point (b) of Article 10(5) shall be charged to the payment appropri\xad\nations of the following financial year. ', ' \nThe European Parliament and the Council shall take decisions on transfers of appropriations in accordance with \nparagraphs 4 to 8. ', ' \nExcept in urgent circumstances, the European Parliament and the Council, the latter acting by qualified majority, \nshall deliberate upon each transfer proposal within six weeks of its receipt by both institutions. In urgent circumstances, \nthe European Parliament and the Council shall deliberate within three weeks of receipt of the proposal. ', ' \nWhere the Commission intends to transfer EAGF appropriations in accordance with this Article, it shall submit \ntransfer proposals to the European Parliament and to the Council by 10 January of the following financial year. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. ', ' \nA transfer proposal shall be approved or considered to be approved, if, within the six-week period, any of the \nfollowing occurs: \n(a) the European Parliament and the Council approve it; \n(b) either the European Parliament or the Council approves it and the other institution refrains from acting; \n(c) neither the European Parliament nor the Council takes a decision to amend or refuse the transfer proposal. ', ' \nUnless either the European Parliament or the Council requests otherwise, the six-week period referred to in \nparagraph 4 shall be reduced to three weeks in the following cases: \n(a) the transfer represents less than 10 % of the appropriations of the budget line from which the transfer is made and \ndoes not exceed EUR 5 000 000; \n(b) the transfer concerns only payment appropriations and the overall amount of the transfer does not exceed \nEUR 100 000 000. ', ' \nIf either the European Parliament or the Council has amended the amount of the transfer while the other institution \nhas approved it or refrains from acting, or if the European Parliament and the Council have both amended the amount of \nthe transfer, the lesser of the two amounts shall be deemed approved, unless the Union institution concerned withdraws \nits transfer proposal. ']",in such cases to in paragraph 4
correspond expenditure,refer,point,to in point of article 10(5,['point'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions ,"[' \nEach Union institution shall submit its transfer proposals simultaneously to the European Parliament and to the \nCouncil. ', ' \nThe Commission may submit proposals for transfers of payment appropriations to the funds implemented under \nshared management with the exception of the EAGF to the European Parliament and to the Council by 10 January of the \nfollowing financial year. The transfer of the payment appropriations may be made from any budgetary item. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. \nIf the transfer is not approved or only partially approved by the European Parliament and by the Council, the \ncorresponding part of the expenditure referred to in point (b) of Article 10(5) shall be charged to the payment appropri\xad\nations of the following financial year. ', ' \nThe European Parliament and the Council shall take decisions on transfers of appropriations in accordance with \nparagraphs 4 to 8. ', ' \nExcept in urgent circumstances, the European Parliament and the Council, the latter acting by qualified majority, \nshall deliberate upon each transfer proposal within six weeks of its receipt by both institutions. In urgent circumstances, \nthe European Parliament and the Council shall deliberate within three weeks of receipt of the proposal. ', ' \nWhere the Commission intends to transfer EAGF appropriations in accordance with this Article, it shall submit \ntransfer proposals to the European Parliament and to the Council by 10 January of the following financial year. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. ', ' \nA transfer proposal shall be approved or considered to be approved, if, within the six-week period, any of the \nfollowing occurs: \n(a) the European Parliament and the Council approve it; \n(b) either the European Parliament or the Council approves it and the other institution refrains from acting; \n(c) neither the European Parliament nor the Council takes a decision to amend or refuse the transfer proposal. ', ' \nUnless either the European Parliament or the Council requests otherwise, the six-week period referred to in \nparagraph 4 shall be reduced to three weeks in the following cases: \n(a) the transfer represents less than 10 % of the appropriations of the budget line from which the transfer is made and \ndoes not exceed EUR 5 000 000; \n(b) the transfer concerns only payment appropriations and the overall amount of the transfer does not exceed \nEUR 100 000 000. ', ' \nIf either the European Parliament or the Council has amended the amount of the transfer while the other institution \nhas approved it or refrains from acting, or if the European Parliament and the Council have both amended the amount of \nthe transfer, the lesser of the two amounts shall be deemed approved, unless the Union institution concerned withdraws \nits transfer proposal. ']",to in point of article 105
european parliament council request,refer,paragraph,otherwise to in paragraph 4,['paragraph'],TITLE II BUDGET AND BUDGETARY PRINCIPLES,Article 31  Transfer proposals submitted to the European Parliament and to the Council by Union institutions ,"[' \nEach Union institution shall submit its transfer proposals simultaneously to the European Parliament and to the \nCouncil. ', ' \nThe Commission may submit proposals for transfers of payment appropriations to the funds implemented under \nshared management with the exception of the EAGF to the European Parliament and to the Council by 10 January of the \nfollowing financial year. The transfer of the payment appropriations may be made from any budgetary item. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. \nIf the transfer is not approved or only partially approved by the European Parliament and by the Council, the \ncorresponding part of the expenditure referred to in point (b) of Article 10(5) shall be charged to the payment appropri\xad\nations of the following financial year. ', ' \nThe European Parliament and the Council shall take decisions on transfers of appropriations in accordance with \nparagraphs 4 to 8. ', ' \nExcept in urgent circumstances, the European Parliament and the Council, the latter acting by qualified majority, \nshall deliberate upon each transfer proposal within six weeks of its receipt by both institutions. In urgent circumstances, \nthe European Parliament and the Council shall deliberate within three weeks of receipt of the proposal. ', ' \nWhere the Commission intends to transfer EAGF appropriations in accordance with this Article, it shall submit \ntransfer proposals to the European Parliament and to the Council by 10 January of the following financial year. In such \ncases, the six-week period referred to in paragraph 4 shall be reduced to three weeks. ', ' \nA transfer proposal shall be approved or considered to be approved, if, within the six-week period, any of the \nfollowing occurs: \n(a) the European Parliament and the Council approve it; \n(b) either the European Parliament or the Council approves it and the other institution refrains from acting; \n(c) neither the European Parliament nor the Council takes a decision to amend or refuse the transfer proposal. ', ' \nUnless either the European Parliament or the Council requests otherwise, the six-week period referred to in \nparagraph 4 shall be reduced to three weeks in the following cases: \n(a) the transfer represents less than 10 % of the appropriations of the budget line from which the transfer is made and \ndoes not exceed EUR 5 000 000; \n(b) the transfer concerns only payment appropriations and the overall amount of the transfer does not exceed \nEUR 100 000 000. ', ' \nIf either the European Parliament or the Council has amended the amount of the transfer while the other institution \nhas approved it or refrains from acting, or if the European Parliament and the Council have both amended the amount of \nthe transfer, the lesser of the two amounts shall be deemed approved, unless the Union institution concerned withdraws \nits transfer proposal. ']",otherwise to in paragraph 4
