Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
date,refer,paragraph,shall be fixed on the basis of the following periods: for informing all applicants of the outcome of the evaluation of all applicants application a maximum of six months from the final date for submission of complete proposals for signing grant agreements with applicants a maximum of three months from the date of informing applicants that applicants have been successful to in point of paragraph 1,"['basis', 'follow period', 'applicant', 'outcome', 'evaluation', 'applicant', 'maximum month', 'final date', 'submission', 'complete proposal', 'grant agreement', 'applicant', 'maximum', 'date', 'applicant', 'applicant', 'point', 'paragraph']",TITLE VIII GRANTS,Article 194  Content and publication of calls for proposals ,"[' \nCalls for proposals shall specify: \n(a) the objectives pursued; \n(b) the eligibility, exclusion, selection and award criteria and the relevant supporting documents; \n(c) the arrangements for Union financing, specifying all types of Union contributions, in particular the forms of grant; \n(d) the arrangements and final date for the submission of proposals; \n(e) the planned date by which all applicants are to be informed of the outcome of the evaluation of their application and \nthe indicative date for the signature of grant agreements. ', ' \nThe dates referred to in point (e) of paragraph 1 shall be fixed on the basis of the following periods: \n(a) for informing all applicants of the outcome of the evaluation of their application, a maximum of six months from the \nfinal date for submission of complete proposals; \n(b) for signing grant agreements with applicants, a maximum of three months from the date of informing applicants that \nthey have been successful. \nThose periods may be adjusted in order to take into account any time needed to comply with specific procedures that \nmay be required by the basic act in accordance with Regulation (EU) No 182/2011 and may be exceeded in exceptional, \nduly justified cases, in particular for complex actions, where there is a large number of proposals or delays attributable to \nthe applicants. \nThe authorising officer by delegation shall report in his or her annual activity report on the average time taken to inform \napplicants and to sign grant agreements. In the event of the periods referred to in the first subparagraph being exceeded, \nthe authorising officer by delegation shall give reasons and, where not duly justified in accordance with the second \nsubparagraph, shall propose remedial action. ', ' \nCalls for proposals shall be published on the website of Union institutions and by any other appropriate means, \nincluding the Official Journal of the European Union, where it is necessary to provide additional publicity among potential \nbeneficiaries. Calls for proposals may be published subject to the adoption of the financing decision referred to in \nArticle 110, including during the year preceding budget implementation. Any modification of the content of the calls \nfor proposals shall be published under the same conditions. ']",shall be fixed on the basis of the following periods : for informing all applicants of the outcome of the evaluation of all applicants application a maximum of six months from the final date for submission of complete proposals for signing grant agreements with applicants a maximum of three months from the date of informing applicants that applicants have been successful to in point of paragraph 1
grant,award,article,without a call for proposals only in the following cases for the purposes of humanitarian aid emergency support operations civil protection operations or crisis management aid in other exceptional and duly substantiated emergencies to bodies with a de jure or de facto monopoly or to bodies designated by member states under bodies designated by member states responsibility where those member states are in a de jure or de facto monopoly situation to bodies identified by a basic act within the meaning of article 58 as beneficiaries or to bodies designated by member states under bodies designated by member states responsibility where those member states are identified by a basic act as beneficiaries    in the case of research and technological development to bodies identified in the work programme referred to in article 110 where the basic act expressly provides for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['proposal', 'follow case', 'purpose', 'humanitarian aid emergency support operation civil protection operation', 'crisis management aid', 'emergency', 'body', 'de jure', 'de facto monopoly', 'body', 'member state', 'body', 'member state responsibility', 'member state', 'de jure', 'de facto monopoly situation', 'body', 'basic act', 'mean', 'article', 'beneficiary', 'body', 'member state', 'body', 'member state responsibility', 'member state', 'basic act', 'beneficiary', 'case', 'research technological development', 'body', 'work programme', 'article', 'basic act', 'possibility', 'condition', 'project', 'scope', 'proposal', 'activity', 'specific characteristic', 'particular type', 'body', 'account', 'body technical competence body high degree', 'specialisation', 'body administrative power', 'condition', 'activity', 'scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"['\nGrants may be awarded without a call for proposals only in the following cases: \n(a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management \naid; \n(b) in other exceptional and duly substantiated emergencies; \n(c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, \nwhere those Member States are in a de jure or de facto monopoly situation; \n(d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by \nMember States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   \x0c \n(e) in the case of research and technological development, to bodies identified in the work programme referred to in \nArticle 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall \nunder the scope of a call for proposals; \n(f) for activities with specific characteristics that require a particular type of body on account of its technical competence, \nits high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall \nwithin the scope of a call for proposals; \n(g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not \napply. \nWhere the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be \nawarded without a call for proposals to the body designated by the Member State, under its responsibility, for the \npurpose of implementing the action. \nThe cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision. ']",without a call for proposals only in the following cases for the purposes of humanitarian aid emergency support operations civil protection operations or crisis management aid in other exceptional and duly substantiated emergencies to bodies with a de jure or de facto monopoly or to bodies designated by member states under bodies designated by member states responsibility where those member states are in a de jure or de facto monopoly situation to bodies identified by a basic act within the meaning of article 58 as beneficiaries or to bodies designated by member states under bodies designated by member states responsibility where those member states are identified by a basic act as beneficiaries     in the case of research and technological development to bodies identified in the work programme referred to in article 110 where the basic act expressly provides for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance
member state,be,article,where in a de jure or de facto monopoly situation to bodies identified by a basic act within the meaning of article 58 as beneficiaries or to bodies designated by member states under bodies designated by member states responsibility where those member states are identified by a basic act as beneficiaries    in the case of research and technological development to bodies identified in the work programme referred to in article 110 where the basic act expressly provides for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['de jure', 'de facto monopoly situation', 'body', 'basic act', 'mean', 'article', 'beneficiary', 'body', 'member state', 'body', 'member state responsibility', 'member state', 'basic act', 'beneficiary', 'case', 'research technological development', 'body', 'work programme', 'article', 'basic act', 'possibility', 'condition', 'project', 'scope', 'proposal', 'activity', 'specific characteristic', 'particular type', 'body', 'account', 'body technical competence body high degree', 'specialisation', 'body administrative power', 'condition', 'activity', 'scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"['\nGrants may be awarded without a call for proposals only in the following cases: \n(a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management \naid; \n(b) in other exceptional and duly substantiated emergencies; \n(c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, \nwhere those Member States are in a de jure or de facto monopoly situation; \n(d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by \nMember States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   \x0c \n(e) in the case of research and technological development, to bodies identified in the work programme referred to in \nArticle 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall \nunder the scope of a call for proposals; \n(f) for activities with specific characteristics that require a particular type of body on account of its technical competence, \nits high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall \nwithin the scope of a call for proposals; \n(g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not \napply. \nWhere the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be \nawarded without a call for proposals to the body designated by the Member State, under its responsibility, for the \npurpose of implementing the action. \nThe cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision. ']",where in a de jure or de facto monopoly situation to bodies identified by a basic act within the meaning of article 58 as beneficiaries or to bodies designated by member states under bodies designated by member states responsibility where those member states are identified by a basic act as beneficiaries     in the case of research and technological development to bodies identified in the work programme referred to in article 110 where the basic act expressly provides for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance
basic act,provide,body technical competence body high degree,where expressly for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance,"['possibility', 'condition', 'project', 'scope', 'proposal', 'activity', 'specific characteristic', 'particular type', 'body', 'account', 'body technical competence body high degree', 'specialisation', 'body administrative power', 'condition', 'activity', 'scope', 'proposal', 'eib', 'eif', 'action', 'technical assistance']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"['\nGrants may be awarded without a call for proposals only in the following cases: \n(a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management \naid; \n(b) in other exceptional and duly substantiated emergencies; \n(c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, \nwhere those Member States are in a de jure or de facto monopoly situation; \n(d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by \nMember States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   \x0c \n(e) in the case of research and technological development, to bodies identified in the work programme referred to in \nArticle 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall \nunder the scope of a call for proposals; \n(f) for activities with specific characteristics that require a particular type of body on account of its technical competence, \nits high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall \nwithin the scope of a call for proposals; \n(g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not \napply. \nWhere the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be \nawarded without a call for proposals to the body designated by the Member State, under its responsibility, for the \npurpose of implementing the action. \nThe cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision. ']",where expressly for that possibility and on condition that the project does not fall under the scope of a call for proposals for activities with specific characteristics that require a particular type of body on account of body technical competence body high degree of specialisation or body administrative powers on condition that the activities concerned do not fall within the scope of a call for proposals to the eib or the eif for actions of technical assistance
particular type body,refer,paragraph,where the particular type of body referred to in point of the first paragraph,"['particular type', 'body', 'point', 'paragraph']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"['\nGrants may be awarded without a call for proposals only in the following cases: \n(a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management \naid; \n(b) in other exceptional and duly substantiated emergencies; \n(c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, \nwhere those Member States are in a de jure or de facto monopoly situation; \n(d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by \nMember States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   \x0c \n(e) in the case of research and technological development, to bodies identified in the work programme referred to in \nArticle 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall \nunder the scope of a call for proposals; \n(f) for activities with specific characteristics that require a particular type of body on account of its technical competence, \nits high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall \nwithin the scope of a call for proposals; \n(g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not \napply. \nWhere the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be \nawarded without a call for proposals to the body designated by the Member State, under its responsibility, for the \npurpose of implementing the action. \nThe cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision. ']",where the particular type of body referred to in point of the first paragraph
grant,award,member state responsibility,also without a call for proposals to the body designated by the member state under the body designated by the member state responsibility for the purpose of implementing the action,"['proposal', 'body', 'member state', 'body', 'member state responsibility', 'purpose', 'action']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"['\nGrants may be awarded without a call for proposals only in the following cases: \n(a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management \naid; \n(b) in other exceptional and duly substantiated emergencies; \n(c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, \nwhere those Member States are in a de jure or de facto monopoly situation; \n(d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by \nMember States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   \x0c \n(e) in the case of research and technological development, to bodies identified in the work programme referred to in \nArticle 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall \nunder the scope of a call for proposals; \n(f) for activities with specific characteristics that require a particular type of body on account of its technical competence, \nits high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall \nwithin the scope of a call for proposals; \n(g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not \napply. \nWhere the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be \nawarded without a call for proposals to the body designated by the Member State, under its responsibility, for the \npurpose of implementing the action. \nThe cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision. ']",also without a call for proposals to the body designated by the member state under the body designated by the member state responsibility for the purpose of implementing the action
case,refer,paragraph,shall be duly substantiated in the award decision to in points and of the first paragraph,"['award decision', 'point', 'paragraph']",TITLE VIII GRANTS,Article 195  Exceptions to calls for proposals ,"['\nGrants may be awarded without a call for proposals only in the following cases: \n(a) for the purposes of humanitarian aid, emergency support operations, civil protection operations or crisis management \naid; \n(b) in other exceptional and duly substantiated emergencies; \n(c) to bodies with a de jure or de facto monopoly or to bodies designated by Member States, under their responsibility, \nwhere those Member States are in a de jure or de facto monopoly situation; \n(d) to bodies identified by a basic act, within the meaning of Article 58, as beneficiaries or to bodies designated by \nMember States, under their responsibility, where those Member States are identified by a basic act as beneficiaries;   \x0c \n(e) in the case of research and technological development, to bodies identified in the work programme referred to in \nArticle 110, where the basic act expressly provides for that possibility, and on condition that the project does not fall \nunder the scope of a call for proposals; \n(f) for activities with specific characteristics that require a particular type of body on account of its technical competence, \nits high degree of specialisation or its administrative powers, on condition that the activities concerned do not fall \nwithin the scope of a call for proposals; \n(g) to the EIB or the EIF for actions of technical assistance. In such cases, points (a) to (d) of Article 196(1) shall not \napply. \nWhere the particular type of body referred to in point (f) of the first paragraph is a Member State, the grant may also be \nawarded without a call for proposals to the body designated by the Member State, under its responsibility, for the \npurpose of implementing the action. \nThe cases referred to in points (c) and (f) of the first paragraph shall be duly substantiated in the award decision. ']",shall be duly substantiated in the award decision to in points and of the first paragraph
verification financial operational capacity,apply,accordance,to which in accordance with article 198(5) or,['accordance'],TITLE VIII GRANTS,Article 196  Content of grant applications ,"[' \nThe grant application shall contain the following: \n(a) information on the legal status of the applicant; \n(b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and \nselection criteria; \n(c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed \naction or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, \nsupporting documents confirming that information, such as the profit and loss account and the balance sheet for up \nto the three last financial years for which the accounts were closed; \nSuch information and supporting documents shall not be requested from applicants to which the verification of the \nfinancial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting \ndocuments shall not be requested for low value grants; \n(d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating \ngrant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, \nand always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the \nlast three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its \nauthorised representative certifying the validity of its accounts for up to the last three available financial years; \nThe first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer \nresponsible in any one financial year. \nIn the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first \nsubparagraph shall apply to each beneficiary. \nIn the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this \npoint, covering the last two financial years available, must be produced before signature of the financial framework \npartnership agreement. \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first \nsubparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, \nbeneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. \nThe first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that \nthey comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; \n(e) a description of the action or work programme and an estimated budget, which: \n(i) shall have revenue and expenditure in balance; and \nL 193/126  \n\x0c \n(ii) shall indicate the estimated eligible costs of the action or work programme. \nPoints (i) and (ii) shall not apply to multi-donor actions. \nBy way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for \ncontingencies or possible variations in exchange rates; \n(f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part \nof the action or for the functioning of the applicant during the same financial year as well as any other funding \nreceived or applied for the same action. ', ' \nThe application may be divided in several parts that may be submitted at different stages in accordance with \nArticle 200(2). ']",to which in accordance with article 1985  or
applicant,provide,available financial year,a selfdeclaration signed by the applicant authorised representative certifying the validity of the applicant in all other cases up to the last three available financial years,"['selfdeclaration', 'applicant', 'representative', 'validity', 'applicant', 'case', 'available financial year']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"[' \nThe grant application shall contain the following: \n(a) information on the legal status of the applicant; \n(b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and \nselection criteria; \n(c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed \naction or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, \nsupporting documents confirming that information, such as the profit and loss account and the balance sheet for up \nto the three last financial years for which the accounts were closed; \nSuch information and supporting documents shall not be requested from applicants to which the verification of the \nfinancial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting \ndocuments shall not be requested for low value grants; \n(d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating \ngrant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, \nand always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the \nlast three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its \nauthorised representative certifying the validity of its accounts for up to the last three available financial years; \nThe first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer \nresponsible in any one financial year. \nIn the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first \nsubparagraph shall apply to each beneficiary. \nIn the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this \npoint, covering the last two financial years available, must be produced before signature of the financial framework \npartnership agreement. \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first \nsubparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, \nbeneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. \nThe first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that \nthey comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; \n(e) a description of the action or work programme and an estimated budget, which: \n(i) shall have revenue and expenditure in balance; and \nL 193/126  \n\x0c \n(ii) shall indicate the estimated eligible costs of the action or work programme. \nPoints (i) and (ii) shall not apply to multi-donor actions. \nBy way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for \ncontingencies or possible variations in exchange rates; \n(f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part \nof the action or for the functioning of the applicant during the same financial year as well as any other funding \nreceived or applied for the same action. ', ' \nThe application may be divided in several parts that may be submitted at different stages in accordance with \nArticle 200(2). ']",a selfdeclaration signed by the applicant authorised representative certifying the validity of the applicant in all other cases up to the last three available financial years
threshold set subparagraph,apply,commission,in the case of agreements between the commission and a number of beneficiaries to each beneficiary,"['case', 'agreement', 'commission', 'number', 'beneficiary', 'beneficiary']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"[' \nThe grant application shall contain the following: \n(a) information on the legal status of the applicant; \n(b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and \nselection criteria; \n(c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed \naction or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, \nsupporting documents confirming that information, such as the profit and loss account and the balance sheet for up \nto the three last financial years for which the accounts were closed; \nSuch information and supporting documents shall not be requested from applicants to which the verification of the \nfinancial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting \ndocuments shall not be requested for low value grants; \n(d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating \ngrant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, \nand always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the \nlast three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its \nauthorised representative certifying the validity of its accounts for up to the last three available financial years; \nThe first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer \nresponsible in any one financial year. \nIn the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first \nsubparagraph shall apply to each beneficiary. \nIn the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this \npoint, covering the last two financial years available, must be produced before signature of the financial framework \npartnership agreement. \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first \nsubparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, \nbeneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. \nThe first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that \nthey comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; \n(e) a description of the action or work programme and an estimated budget, which: \n(i) shall have revenue and expenditure in balance; and \nL 193/126  \n\x0c \n(ii) shall indicate the estimated eligible costs of the action or work programme. \nPoints (i) and (ii) shall not apply to multi-donor actions. \nBy way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for \ncontingencies or possible variations in exchange rates; \n(f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part \nof the action or for the functioning of the applicant during the same financial year as well as any other funding \nreceived or applied for the same action. ', ' \nThe application may be divided in several parts that may be submitted at different stages in accordance with \nArticle 200(2). ']",in the case of agreements between the commission and a number of beneficiaries to each beneficiary
audit report,refer,article,in the case of partnerships referred to in article 130(4 to in the first subparagraph of this point,"['case', 'partnership', 'article', 'subparagraph', 'point']",TITLE VIII GRANTS,Article 196  Content of grant applications ,"[' \nThe grant application shall contain the following: \n(a) information on the legal status of the applicant; \n(b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and \nselection criteria; \n(c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed \naction or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, \nsupporting documents confirming that information, such as the profit and loss account and the balance sheet for up \nto the three last financial years for which the accounts were closed; \nSuch information and supporting documents shall not be requested from applicants to which the verification of the \nfinancial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting \ndocuments shall not be requested for low value grants; \n(d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating \ngrant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, \nand always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the \nlast three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its \nauthorised representative certifying the validity of its accounts for up to the last three available financial years; \nThe first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer \nresponsible in any one financial year. \nIn the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first \nsubparagraph shall apply to each beneficiary. \nIn the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this \npoint, covering the last two financial years available, must be produced before signature of the financial framework \npartnership agreement. \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first \nsubparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, \nbeneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. \nThe first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that \nthey comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; \n(e) a description of the action or work programme and an estimated budget, which: \n(i) shall have revenue and expenditure in balance; and \nL 193/126  \n\x0c \n(ii) shall indicate the estimated eligible costs of the action or work programme. \nPoints (i) and (ii) shall not apply to multi-donor actions. \nBy way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for \ncontingencies or possible variations in exchange rates; \n(f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part \nof the action or for the functioning of the applicant during the same financial year as well as any other funding \nreceived or applied for the same action. ', ' \nThe application may be divided in several parts that may be submitted at different stages in accordance with \nArticle 200(2). ']",in the case of partnerships referred to in article 1304 to in the first subparagraph of this point
point   ii,apply,multidonor action,to multidonor actions,['multidonor action'],TITLE VIII GRANTS,Article 196  Content of grant applications ,"[' \nThe grant application shall contain the following: \n(a) information on the legal status of the applicant; \n(b) a declaration on the applicant’s honour in accordance with Article 137(1) and on compliance with the eligibility and \nselection criteria; \n(c) information necessary to demonstrate the applicant’s financial and operational capacity to carry out the proposed \naction or work programme and, if decided by the authorising officer responsible on the basis of a risk assessment, \nsupporting documents confirming that information, such as the profit and loss account and the balance sheet for up \nto the three last financial years for which the accounts were closed; \nSuch information and supporting documents shall not be requested from applicants to which the verification of the \nfinancial or operational capacity does not apply in accordance with Article 198(5) or (6). In addition, supporting \ndocuments shall not be requested for low value grants; \n(d) where the application concerns a grant for an action for which the amount exceeds EUR 750 000 or an operating \ngrant which exceeds EUR 100 000, an audit report produced by an approved external auditor, where it is available, \nand always in cases where a statutory audit is required by Union or national law, certifying the accounts for up to the \nlast three available financial years. In all other cases, the applicant shall provide a self-declaration signed by its \nauthorised representative certifying the validity of its accounts for up to the last three available financial years; \nThe first subparagraph shall apply only to the first application made by a beneficiary to an authorising officer \nresponsible in any one financial year. \nIn the case of agreements between the Commission and a number of beneficiaries, the thresholds set in the first \nsubparagraph shall apply to each beneficiary. \nIn the case of partnerships referred to in Article 130(4), the audit report referred to in the first subparagraph of this \npoint, covering the last two financial years available, must be produced before signature of the financial framework \npartnership agreement. \nThe authorising officer responsible may, depending on a risk assessment, waive the obligation referred to in the first \nsubparagraph for education and training establishments and, in the case of agreements with a number of beneficiaries, \nbeneficiaries who have accepted joint and several liabilities or who do not bear any financial responsibility. \nThe first subparagraph shall not apply to persons and entities eligible under indirect management to the extent that \nthey comply with the conditions specified in point (c) of the first subparagraph of Article 62(1) and in Article 154; \n(e) a description of the action or work programme and an estimated budget, which: \n(i) shall have revenue and expenditure in balance; and \nL 193/126  \n\x0c \n(ii) shall indicate the estimated eligible costs of the action or work programme. \nPoints (i) and (ii) shall not apply to multi-donor actions. \nBy way of derogation from point (i), in duly justified cases, the estimated budget may include provisions for \ncontingencies or possible variations in exchange rates; \n(f) indication of the sources and amounts of Union funding received or applied for in respect of the same action or part \nof the action or for the functioning of the applicant during the same financial year as well as any other funding \nreceived or applied for the same action. ', ' \nThe application may be divided in several parts that may be submitted at different stages in accordance with \nArticle 200(2). ']",to multidonor actions
follow applicant,be,proposal,eligible for participating in a call for proposals,['proposal'],TITLE VIII GRANTS,Article 197  Eligibility criteria ,"[' \nThe eligibility criteria shall determine the conditions for participating in a call for proposals. ', ' \nAny of the following applicants shall be eligible for participating in a call for proposals: \n(a) legal persons; \n(b) natural persons, in so far as this is required by the nature or characteristics of the action or the objective pursued by \nthe applicant; \n(c) entities which do not have legal personality under the applicable national law, provided that their representatives have \nthe capacity to undertake legal obligations on behalf of the entities and that the entities offer guarantees for the \nprotection of the financial interests of the Union equivalent to those offered by legal persons. In particular the \napplicant shall have a financial and operational capacity equivalent to that of a legal person. The representatives of the \napplicant shall prove that those conditions are satisfied. ', ' \nThe call for proposals may lay down additional eligibility criteria which shall be established with due regard for the \nobjectives of the action and shall comply with the principles of transparency and non-discrimination. ', ' \nFor the purposes of Article 180(5) and of this Article, the JRC shall be considered as a legal person established in a \nMember State. ']",eligible for participating in a call for proposals
