Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
court auditor,transmit,union institution,to the union institution or the body,"['union institution', 'body']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",to the union institution or the body
court auditor,concern,union institution,any observations which are in the body opinion such that the union institution or the body should appear in a special report,"['observation', 'body opinion', 'union institution', 'body', 'special report']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",any observations which are in the body opinion such that the union institution or the body should appear in a special report
union institution body,appear,special report,in a special report,['special report'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",in a special report
observation,be,adversarial procedure,subject to an adversarial procedure,['adversarial procedure'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",subject to an adversarial procedure
union institution body concern,inform,court,the court of auditors in general within six weeks of transmission of those observations of any replies it wishes to make in relation to those observations,"['court', 'auditor', 'week', 'transmission', 'observation', 'reply', 'relation', 'observation']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",the court of auditors in general within six weeks of transmission of those observations of any replies it wishes to make in relation to those observations
period,be,adversarial procedure,necessary where during an adversarial procedure,['adversarial procedure'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",necessary where during an adversarial procedure
union institution body,concern,member state,to obtain feedback from member states in order to finalise member states,"['feedback', 'member state', 'order', 'member state']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",to obtain feedback from member states in order to finalise member states
reply union institution body concern,address,court,the observations of the court of auditors directly and exclusively,"['observation', 'court', 'auditor']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",the observations of the court of auditors directly and exclusively
court auditor,ensure,appropriate period,that special reports are drawn up and adopted within an appropriate period of time which shall in general not exceed 13 months,"['special report', 'appropriate period', 'time', '13 month']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",that special reports are drawn up and adopted within an appropriate period of time which shall in general not exceed 13 months
special report,adopt,appropriate period,within an appropriate period of time which shall in general not exceed 13 months,"['appropriate period', 'time', '13 month']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",within an appropriate period of time which shall in general not exceed 13 months
action,be,commission,where appropriate in conjunction with the commission,"['conjunction', 'commission']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",where appropriate in conjunction with the commission
court auditor,take,necessary step,all necessary steps,['necessary step'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",all necessary steps
court auditor,ensure,union institution,that the replies to the court of auditors observations from each union institution or body concerned as well as the timeline for the drawing up of a special report are published together with a special report,"['reply', 'court', 'auditor observation', 'union institution', 'body', 'timeline', 'draw', 'special report', 'special report']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",that the replies to the court of auditors observations from each union institution or body concerned as well as the timeline for the drawing up of a special report are published together with a special report
opinion,refer,article,tfeu which do not relate to proposals or drafts covered by the legislative consultation procedure to in the second subparagraph of article 287(4),"['proposal', 'draft', 'legislative consultation procedure', 'second subparagraph', 'article']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",tfeu which do not relate to proposals or drafts covered by the legislative consultation procedure to in the second subparagraph of article 2874 
court auditor,take,union institution,the court of auditors after consulting the union institution which requested the opinion or which is concerned by the court of auditors,"['court', 'auditor', 'union institution', 'opinion', 'court', 'auditor']",TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 259  Special reports of the Court of Auditors ,"[' \nThe Court of Auditors shall transmit to the Union institution or the body concerned any observations which are, in \nits opinion, such that they should appear in a special report. Those observations shall remain confidential and shall be \nsubject to an adversarial procedure.   \x0c \nThe Union institution or the body concerned shall inform the Court of Auditors, in general, within six weeks of \ntransmission of those observations, of any replies it wishes to make in relation to those observations. That period \nshall be suspended in duly justified cases, in particular where, during the adversarial procedure, it is necessary for the \nUnion institution or body concerned to obtain feedback from Member States in order to finalise its reply. \nThe replies of the Union institution or the body concerned shall directly and exclusively address the observations of the \nCourt of Auditors. \nUpon request of the Court of Auditors or of the Union institution or body concerned, the replies may be examined by \nthe European Parliament and by the Council after publication of the report. \nThe Court of Auditors shall ensure that special reports are drawn up and adopted within an appropriate period of time, \nwhich shall, in general, not exceed 13 months. \nThe special reports, together with the replies of the Union institutions or bodies concerned, shall be transmitted without \ndelay to the European Parliament and to the Council, each of which shall decide, where appropriate in conjunction with \nthe Commission, what action is to be taken in response. \nThe Court of Auditors shall take all necessary steps to ensure that the replies to its observations from each Union \ninstitution or body concerned as well as the timeline for the drawing up of the special report are published together with \nthe special report. ', ' \nThe opinions referred to in the second subparagraph of Article 287(4) TFEU which do not relate to proposals or \ndrafts covered by the legislative consultation procedure may be published by the Court of Auditors in the Official Journal \nof the European Union. The Court of Auditors shall take its decision on publication after consulting the Union institution \nwhich requested the opinion or which is concerned by it. Opinions published shall be accompanied by any remarks by \nthe Union institutions concerned. \nCHAPTER 2 \nDischarge ']",the court of auditors after consulting the union institution which requested the opinion or which is concerned by the court of auditors
evaluation report,refer,article,to in article 318,['article'],TITLE XIV EXTERNAL AUDIT AND DISCHARGE,Article 261  The discharge procedure ,"[' \nThe discharge decision shall cover the accounts of all the Union’s revenue and expenditure, the resulting balance \nand the assets and liabilities of the Union shown in the balance sheet. ', ' \nWith a view to giving the discharge, the European Parliament shall, after the Council has done so, examine the \naccounts, financial statements and the evaluation report referred to in Article 318 TFEU. It shall also examine the annual \nreport made by the Court of Auditors together with the replies of the Union institutions under audit, and any relevant \nspecial reports by the Court of Auditors in respect of the financial year concerned and the Court of Auditors’ statement of \nassurance as to the reliability of the accounts and the legality and regularity of the underlying transactions. ', ' \nThe Commission shall submit to the European Parliament, at the latter’s request, any information required for the \nsmooth application of the discharge procedure for the financial year concerned, in accordance with Article 319 TFEU. ']",to in article 318
