Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
possibility,provide,bilateral multilateral treaty,specifically for in a bilateral or multilateral treaty,['bilateral multilateral treaty'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 165  Interinstitutional procurement and joint procurement ,"[' \nWhere a contract or a framework contract is of interest to two or more Union institutions, executive agencies or \nUnion bodies referred to in Articles 70 and 71, and whenever there is a possibility for realising efficiency gains, the \ncontracting authorities concerned may carry out the procedure and the management of the subsequent contract or \nframework contract on an interinstitutional basis under the lead of one of the contracting authorities. \nThe bodies and persons entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the TEU \nas well as the Office of the Secretary of the Board of Governors of the European Schools may also participate in \ninterinstitutional procedures. \nThe terms of a framework contract shall only apply between those contracting authorities that are identified for that \npurpose in the procurement documents and those economic operators that are party to the framework contract. ', ' \nWhere a contract or framework contract is necessary for the implementation of a joint action between a Union \ninstitution and one or more contracting authorities from Member States, the procurement procedure may be carried out \njointly by the Union institution and the contracting authorities. \nJoint procurement may be conducted with EFTA States and Union candidate countries if that possibility has been \nspecifically provided for in a bilateral or multilateral treaty. \nThe procedural provisions applicable to Union institutions shall apply to the joint procurement. \nWhere the share pertaining to or managed by the contracting authority of a Member State in the total estimated value of \nthe contract is equal to or above 50 %, or in other duly justified cases, the Union institution may decide that the \nprocedural rules applicable to the contracting authority of a Member State shall apply to the joint procurement, provided \nthat those rules may be considered as equivalent to those of the Union institution. \nThe Union institution and the contracting authority from a Member State, an EFTA State or a Union candidate country \nconcerned by the joint procurement shall agree in particular upon the detailed practical arrangements for the evaluation \nof the requests for participation or of the tenders, the award of the contract, the law applicable to the contract and the \ncompetent court for hearing disputes. ']",specifically for in a bilateral or multilateral treaty
procedural provision applicable union institution,apply,joint procurement,to joint procurement,['joint procurement'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 165  Interinstitutional procurement and joint procurement ,"[' \nWhere a contract or a framework contract is of interest to two or more Union institutions, executive agencies or \nUnion bodies referred to in Articles 70 and 71, and whenever there is a possibility for realising efficiency gains, the \ncontracting authorities concerned may carry out the procedure and the management of the subsequent contract or \nframework contract on an interinstitutional basis under the lead of one of the contracting authorities. \nThe bodies and persons entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the TEU \nas well as the Office of the Secretary of the Board of Governors of the European Schools may also participate in \ninterinstitutional procedures. \nThe terms of a framework contract shall only apply between those contracting authorities that are identified for that \npurpose in the procurement documents and those economic operators that are party to the framework contract. ', ' \nWhere a contract or framework contract is necessary for the implementation of a joint action between a Union \ninstitution and one or more contracting authorities from Member States, the procurement procedure may be carried out \njointly by the Union institution and the contracting authorities. \nJoint procurement may be conducted with EFTA States and Union candidate countries if that possibility has been \nspecifically provided for in a bilateral or multilateral treaty. \nThe procedural provisions applicable to Union institutions shall apply to the joint procurement. \nWhere the share pertaining to or managed by the contracting authority of a Member State in the total estimated value of \nthe contract is equal to or above 50 %, or in other duly justified cases, the Union institution may decide that the \nprocedural rules applicable to the contracting authority of a Member State shall apply to the joint procurement, provided \nthat those rules may be considered as equivalent to those of the Union institution. \nThe Union institution and the contracting authority from a Member State, an EFTA State or a Union candidate country \nconcerned by the joint procurement shall agree in particular upon the detailed practical arrangements for the evaluation \nof the requests for participation or of the tenders, the award of the contract, the law applicable to the contract and the \ncompetent court for hearing disputes. ']",to joint procurement
union institution,decide,union institution,that the procedural rules applicable to the contracting authority of a member state shall apply to joint procurement provided that the procedural rules applicable to the contracting authority of a member state may be considered as equivalent to those of the union institution in other duly justified cases,"['procedural rule', 'contracting authority', 'member state', 'joint procurement', 'procedural rule', 'contracting authority', 'member state', 'union institution', 'duly justify case']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 165  Interinstitutional procurement and joint procurement ,"[' \nWhere a contract or a framework contract is of interest to two or more Union institutions, executive agencies or \nUnion bodies referred to in Articles 70 and 71, and whenever there is a possibility for realising efficiency gains, the \ncontracting authorities concerned may carry out the procedure and the management of the subsequent contract or \nframework contract on an interinstitutional basis under the lead of one of the contracting authorities. \nThe bodies and persons entrusted with the implementation of specific actions in the CFSP pursuant to Title V of the TEU \nas well as the Office of the Secretary of the Board of Governors of the European Schools may also participate in \ninterinstitutional procedures. \nThe terms of a framework contract shall only apply between those contracting authorities that are identified for that \npurpose in the procurement documents and those economic operators that are party to the framework contract. ', ' \nWhere a contract or framework contract is necessary for the implementation of a joint action between a Union \ninstitution and one or more contracting authorities from Member States, the procurement procedure may be carried out \njointly by the Union institution and the contracting authorities. \nJoint procurement may be conducted with EFTA States and Union candidate countries if that possibility has been \nspecifically provided for in a bilateral or multilateral treaty. \nThe procedural provisions applicable to Union institutions shall apply to the joint procurement. \nWhere the share pertaining to or managed by the contracting authority of a Member State in the total estimated value of \nthe contract is equal to or above 50 %, or in other duly justified cases, the Union institution may decide that the \nprocedural rules applicable to the contracting authority of a Member State shall apply to the joint procurement, provided \nthat those rules may be considered as equivalent to those of the Union institution. \nThe Union institution and the contracting authority from a Member State, an EFTA State or a Union candidate country \nconcerned by the joint procurement shall agree in particular upon the detailed practical arrangements for the evaluation \nof the requests for participation or of the tenders, the award of the contract, the law applicable to the contract and the \ncompetent court for hearing disputes. ']",that the procedural rules applicable to the contracting authority of a member state shall apply to joint procurement provided that the procedural rules applicable to the contracting authority of a member state may be considered as equivalent to those of the union institution in other duly justified cases
contract,award,award criterion,on the basis of award criteria provided that the contracting authority has verified the following:,"['basis', 'award criterion', 'contracting authority']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",on the basis of award criteria provided that the contracting authority has verified the following :
candidate tenderer,be,contract,subject to conflicts of interest which may negatively affect the performance of the contract,"['conflict', 'interest', 'performance', 'contract']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",subject to conflicts of interest which may negatively affect the performance of the contract
contracting authority,apply,selection criterion,the selection criteria,['selection criterion'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",the selection criteria
contracting authority,evaluate,capacity,the capacity of the candidate or tenderer,"['capacity', 'candidate', 'tenderer']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",the capacity of the candidate or tenderer
contracting authority,apply,award criterion,the award criteria,['award criterion'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",the award criteria
contracting authority,evaluate,tender,the tender,['tender'],TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",the tender
contracting authority,use,low cost method,a costeffectiveness approach including lifecycle costing for the lowest cost method,"['costeffectiveness approach', 'lifecycle', 'low cost method']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",a costeffectiveness approach including lifecycle costing for the lowest cost method
contracting authority,take,subject matter,the price or cost and other quality criteria linked to the subject matter of the contract into account,"['price', 'cost', 'quality criterion', 'subject matter', 'contract', 'account']",TITLE VII PROCUREMENT AND CONCESSIONS,Article 167  Award of contracts ,"[' \nContracts shall be awarded on the basis of award criteria provided that the contracting authority has verified the \nfollowing: \n(a) the tender complies with the minimum requirements specified in the procurement documents;   \x0c \n(b) the candidate or tenderer is not excluded under Article 136 or rejected under Article 141; \n(c) the candidate or tenderer meets the selection criteria specified in the procurement documents and is not subject to \nconflicts of interest which may negatively affect the performance of the contract. ', ' \nThe contracting authority shall apply the selection criteria to evaluate the capacity of the candidate or tenderer. \nSelection criteria shall only relate to the legal and regulatory capacity to pursue the professional activity, the economic \nand financial capacity, and the technical and professional capacity. The JRC shall be presumed to meet the requirements \nrelating to financial capacity. ', ' \nThe contracting authority shall apply the award criteria to evaluate the tender. ', ' \nThe contracting authority shall base the award of contracts on the most economically advantageous tender, which \nshall consist in one of three award methods: lowest price, lowest cost or best price-quality ratio. \nFor the lowest cost method, the contracting authority shall use a cost-effectiveness approach including life-cycle costing. \nFor the best price-quality ratio, the contracting authority shall take into account the price or cost and other quality criteria \nlinked to the subject matter of the contract. ']",the price or cost and other quality criteria linked to the subject matter of the contract into account
contracting authority,lay,time limit,time limits for the receipt of tenders and requests,"['time limit', 'receipt', 'tender', 'request']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",time limits for the receipt of tenders and requests
contracting authority,take,adequate period,the complexity of the purchase leaving an adequate period for economic operators to prepare economic operators into account,"['complexity', 'purchase', 'adequate period', 'economic operator', 'economic operator', 'account']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",the complexity of the purchase leaving an adequate period for economic operators to prepare economic operators into account
contracting authority,reject,time limit,requests to participate and tenders which do not comply with the time limit for receipt without opening them tenders already open when them are received without examining them content however,"['request', 'time limit', 'receipt', 'tender', 'content']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",requests to participate and tenders which do not comply with the time limit for receipt without opening them tenders already open when them are received without examining them content however
contracting authority,evaluate,tender,all requests to participate or tenders,"['request', 'tender']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",all requests to participate or tenders
contracting authority,reject,opening phase,during the opening phase,['opening phase'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",during the opening phase
contracting authority,lay,paragraph,in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction,"['paragraph', 'basis', 'criterion', 'procurement document', 'view', 'contract', 'electronic auction']",TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding the contract or to proceeding with an electronic auction
authorise officer,provide,article,for in article 150(2,['article'],TITLE VII PROCUREMENT AND CONCESSIONS,"Article 168  Submission, electronic communication and evaluation ","[' \nThe contracting authority shall lay down time limits for the receipt of tenders and requests to participate in \naccordance with point 24 of Annex I and taking into account the complexity of the purchase, leaving an adequate \nperiod for economic operators to prepare their tenders. ', ' \nIf deemed appropriate and proportionate, the contracting authority may require tenderers to lodge a guarantee to \nmake sure that the tenders submitted are not withdrawn before contract signature. The required guarantee shall represent \n1 to 2 % of the total estimated value of the contract. \nThe contracting authority shall release the guarantees: \n(a) in respect of tenderers or tenders rejected as referred to in point 30.2(b) or (c) of Annex I, after having provided the \ninformation on the outcome of the procedure; \n(b) in respect of tenderers ranked as referred to in point 30.2(e) of Annex I, after the contract is signed. ', ' \nThe contracting authority shall open all requests to participate and tenders. However, it shall reject: \n(a) requests to participate and tenders which do not comply with the time limit for receipt, without opening them; \n(b) tenders already open when they are received, without examining their content. ', ' \nThe contracting authority shall evaluate all requests to participate or tenders not rejected during the opening phase \nas laid down in paragraph 3 on the basis of the criteria specified in the procurement documents with a view to awarding \nthe contract or to proceeding with an electronic auction. ', ' \nThe authorising officer may waive the appointment of an evaluation committee as provided for in Article 150(2) in \nthe following cases: \n(a) the value of the contract is below the thresholds referred to in Article 175(1); \n(b) on the basis of a risk analysis for the cases referred to in points (c), (e), (f)(i), (f)(iii) and (h) of the second subparagraph \nof point 11.1 of Annex I; \n(c) on the basis of a risk analysis when reopening competition within a framework contract; \n(d) for procedures in the field of external actions having a value of less than or equal to EUR 20 000. ', ' \nRequests to participate and tenders which do not comply with all the minimum requirements set out in the \nprocurement documents shall be rejected. ']",for in article 1502
